,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
bio_metrics_geometry_cell_distance_corr_std,0.0552727330806204,0.0997989734983723,0.0154763701379323,0.0335124137094512,0.0064592241129487,0.0179958481720376,0.0084705692170383,0.0055121600339513,8.429122329570854e-05,0.0224721802094327,0.000333339730076,0.0086518332849978,0.0254692210999914,0.0005072497488935,0.0512673242739074,0.0705475055122177,0.0134911999052287,0.0216467966274437,0.0844725111579443,0.0442610615485433,0.0204879417844039,0.0089875004774448,0.0314519627072751,0.0123748811591539,0.0028063326867479,0.0753106508630607,0.1290037508811725,0.0081785761046152,0.0388181641155083,0.0209193723052345,0.0732916864908416,0.059519696137653,0.0688331972672859,0.0403329273447988,0.0136796310971369,0.0683230808982756
bio_metrics_geometry_truthworthiness_mean,0.7388821634353178,0.7086827577794046,0.5551833967037125,0.6883803719036865,0.5475137115653778,0.5929218281778614,0.553759290990544,0.6356144597177105,0.5350478600154045,0.5388239597718252,0.5603678142860706,0.5714400903029917,0.5733792345547588,0.5626722820396852,0.7720694825487084,0.656618924604988,0.546927981300847,0.6555689878443933,0.7067613196131701,0.6594740239017076,0.5664459265224424,0.5378424620748381,0.6133985859503215,0.6417351219473071,0.6067384528976463,0.584818754179401,0.578643111807676,0.539762203053791,0.6909167305479162,0.6651006572247165,0.718156603215902,0.7837984016846067,0.6421407580593135,0.6562745376961331,0.6033708833325999,0.67755119703769
bio_metrics_geometry_truthworthiness_std,0.0455268986714069,0.0617687926200077,0.024477296092524,0.0392183964520043,0.0208201206584252,0.0071882411245033,0.0227446211458668,0.0177938719774675,0.0131968308979336,0.014507069831829,0.0243192642215906,0.0291903577528698,0.0324196803158321,0.0302329311794599,0.0438870996497391,0.0522764917775434,0.0138220812462265,0.0433471933750708,0.0417127291026859,0.040332215685898,0.0293901733643286,0.0051016272840342,0.0425399521560047,0.0407475978707732,0.0459574308232652,0.0392287586823707,0.0420427275269261,0.0057864615983942,0.0548931390316726,0.0488315830230815,0.0546196294442479,0.0434806455914716,0.0579055411953527,0.0732727703521624,0.0549866488930546,0.0164373173836757
bio_metrics_geometry_truthworthiness_decay_mean,-0.1910983873462141,-0.1048008445461261,-0.0061935254786493,-0.191610703435006,-0.0129194658203019,-0.0276305732237468,-0.0091080565311825,-0.1025442321421839,-0.0078740941193927,-0.0048309970197219,-0.0112954747808035,-0.0142192371050671,-0.0116239774245023,-0.0105122108982872,-0.2072170526026537,-0.0684639441914625,-0.0053592490759484,-0.1157534983449122,-0.16017609339512,-0.114915370253082,-0.0107644303963361,-0.0012475043526673,-0.0457291937399342,-0.0332696332213412,-0.0321797448976188,-0.0130599784488455,-0.0036588862976408,-0.0052041781380338,-0.1350997292204878,-0.1366829945297453,-0.156130600252973,-0.243119370970182,-0.0466571342699914,-0.042645901790896,-0.0240318880357094,-0.0892017903422497
bio_metrics_geometry_truthworthiness_decay_std,0.0265076805549003,0.0016704764326299,0.0058543698120322,0.0041265910044246,0.0063093393884125,0.0025909763676561,0.0063399900061315,0.002431954387122,0.0062147647196553,0.0024239898470654,0.0063429023036021,0.0081402523028322,0.0081762489375605,0.0075990925167307,0.0259516777423237,7.649442944319268e-05,0.0048254595990157,0.0005803475855024,0.0113444592747555,0.0091021923160136,0.0078771697602129,0.0010773260939365,0.0185636183162611,0.003370451058536,0.0137224346806596,0.008966732327097,0.0027671686289222,0.0006609187759258,0.0244067885231141,0.0010173414397825,9.19271568101676e-05,0.026978182318161,0.0125450622764504,0.0150111687716973,0.0122260073746038,0.0129814240055054
bio_metrics_scgraph_scGraph_Rank_PCA,0.8073026635041429,0.643646787405393,0.7415909409832546,0.7482460838939569,0.7076365368239459,0.6949544704395042,0.8068072445194362,0.7109335574813682,0.6818320208188979,0.6981993927446662,0.7953248621544197,0.7986937922494406,0.7942120147783818,0.7985928216791622,0.8045100235882818,0.6610826094822035,0.7343424653336157,0.8204657916842771,0.8094547552982441,0.8544200104429184,0.7703967641177067,0.6870449538442747,0.6980125437891698,0.7101298424532663,0.7827216534088368,0.8335635395520595,0.3779835086312358,0.8250831918806061,0.6897289410839772,0.7973669785533205,0.7979357199035639,0.813327184914732,0.8026384094045278,0.5729557036662222,0.8307222470550168,0.416021768206362
bio_metrics_scgraph_scGraph_Corr_PCA,0.84157670094841,0.8665433912726297,0.8980042476310469,0.8909069164828448,0.8454522942724024,0.7359465686274465,0.8827133770012086,0.8193892067338313,0.7397190317188818,0.7128399835474515,0.8650729558566393,0.8512967825320544,0.9239977315929084,0.8840161122576153,0.8929241932326415,0.8640641047233476,0.8705540090426579,0.8908847629621401,0.9048780452487896,0.9343402649967424,0.8719643326305521,0.7219143319172937,0.8401618341404979,0.8043916642990296,0.9233894275937258,0.9192478420843566,0.4824460758896117,0.8745891626258114,0.8837074118038866,0.8501689742144067,0.9306664671690033,0.8819718312037722,0.913323955773816,0.7297421902039944,0.9122118144200512,0.6038642826248672
bio_metrics_scgraph_scGraph_Corr_Weighted,0.5691501423277989,0.4686630293247223,0.6296064610035856,0.6385139543068121,0.564550606211095,0.4435695679707715,0.6335029272253302,0.478337881594759,0.4175716307336494,0.4329087124279874,0.6055154285303946,0.60919805607515,0.7029230174525181,0.6589026759129345,0.627751144891601,0.5277656019562832,0.5943688819425168,0.6598671120258441,0.7090391279076693,0.760759814246586,0.6119974043261466,0.4065015981868051,0.5069026653637624,0.5213391565982848,0.6780734744725427,0.752609143218077,0.3683936602151351,0.6336349335181776,0.558032503345261,0.5929355940150178,0.7175497959129897,0.606601864815011,0.6944179842610113,0.2550963258221669,0.7431552232175835,0.5849148484199587
sc_metrics_Middle frontal gyrus_KNN_acc,0.3056138730265368,0.1721951629156869,0.6098631172321128,0.2232112865300638,0.491392341283171,0.4149731273093718,0.6371556936513268,0.117442055760833,0.4225100772589855,0.5386504870675176,0.5048916694659052,0.7479005710446759,0.7032457171649311,0.6829862277460531,0.2472497480685253,0.2688738663083641,0.699928619415519,0.3630122606650991,0.3224512932482364,0.1623908296943231,0.6366098421229426,0.3931180718844474,0.2630584481021162,0.2324067853543836,0.6775067181726571,0.435589519650655,0.0464393684917702,0.5708137386630836,0.0574403762176687,0.3679459187101108,0.4747438696674504,0.2119793416190796,0.7015031911320121,0.0538713469936177,0.6922237151494793,0.1611101780315754
sc_metrics_Middle frontal gyrus_KNN_f1,0.154090607819039,0.0747073258712438,0.4825363450595608,0.1325614817098305,0.4063610778405927,0.2692611726657801,0.5107440290128586,0.0580153501968752,0.2796436362127913,0.3933450515578806,0.4303742326570929,0.6289587283310025,0.60348441271643,0.5778619198737729,0.112800017642316,0.1339738245519401,0.5201982627433793,0.2184913788088067,0.1766007601938005,0.0912505123810371,0.4797907113790386,0.1410407546003228,0.1901985270281304,0.0700855658151067,0.5199434109860562,0.3376785122413213,0.0171736318767133,0.4486347338356217,0.0520829089382101,0.219253350665325,0.3908933968786002,0.1110553498217721,0.5734970538610668,0.0208272556484816,0.5513592619975403,0.0521504944104748
